X,Y,ID
-0.035,-0.04,21.0
0.0,-0.045,22.0
-0.035,-0.012,23.0
0.0,-0.045,24.0
0.0,-0.045,25.0
0.0,-0.045,26.0
0.0,-0.045,27.0
-0.04,0.0,28.0
0.0,-0.045,29.0
0.0,0.0,30.0
